Sample in Buffer	Sample in Window	addra_0	douta_0m	douta_1m	douta_2m	douta_3m	douta_4m	douta_5m	douta_6m	douta_7m
288	288	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
289	289	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
290	290	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
291	291	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
292	292	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
293	293	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
294	294	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
295	295	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
296	296	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
297	297	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
298	298	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
299	299	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
300	300	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
301	301	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
302	302	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
303	303	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
304	304	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
305	305	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
306	306	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
307	307	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
308	308	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
309	309	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
310	310	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
311	311	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
312	312	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
313	313	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
314	314	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
315	315	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
316	316	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
317	317	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
318	318	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
319	319	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
320	320	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
321	321	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
322	322	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
323	323	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
324	324	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
325	325	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
326	326	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
327	327	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
328	328	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
329	329	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
330	330	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
331	331	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
332	332	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
333	333	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
334	334	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
335	335	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
336	336	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
337	337	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
338	338	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
339	339	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
340	340	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
341	341	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
342	342	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
343	343	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
344	344	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
345	345	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
346	346	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
347	347	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
348	348	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
349	349	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
350	350	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
351	351	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
352	352	03	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
353	353	03	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
354	354	03	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
355	355	03	1C3E82	00DEE5	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
356	356	03	1C3E82	00DEE5	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
357	357	03	1C3E82	00DEE5	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
358	358	03	1C3E82	00DEE5	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
359	359	03	1C3E82	00CA0B	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
360	360	03	1C3E82	00CA0B	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
361	361	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EB007	173BEB	139B65	
362	362	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EB007	173BEB	139B65	
363	363	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EDC08	173BEB	139B65	
364	364	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EDC08	173BEB	139B65	
365	365	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EDC08	173BEB	03F989	
366	366	03	1C3E82	00CA0B	094F88	15DC8B	162304	1EDC08	173BEB	03F989	
367	367	03	1C3E82	00CA0B	094F88	15DC8B	16230A	1EDC08	173BEB	03F989	
368	368	03	1C3E82	00CA0B	094F88	15DC8B	16230A	1EDC08	173BEB	03F989	
369	369	03	1C3E82	14C48D	094F88	15DC8B	16230A	1EDC08	173BEB	03F989	
370	370	03	1C3E82	14C48D	094F88	15DC8B	16230A	1EDC08	173BEB	03F989	
371	371	03	1C3E82	14C48D	094F88	15DC8B	16230A	1EDC08	1B4284	03F989	
372	372	03	1C3E82	14C48D	094F88	15DC8B	16230A	1EDC08	1B4284	03F989	
373	373	03	1C3E82	1C8188	094F88	15DC8B	16230A	1EDC08	1B4284	03F989	
374	374	03	1C3E82	1C8188	094F88	15DC8B	16230A	1EDC08	1B4284	03F989	
375	375	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
376	376	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
377	377	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
378	378	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
379	379	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
380	380	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
381	381	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
382	382	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
383	383	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
384	384	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
385	385	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
386	386	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
387	387	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
388	388	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
389	389	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
390	390	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
391	391	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
392	392	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
393	393	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
394	394	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
395	395	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
396	396	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
397	397	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
398	398	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
399	399	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
400	400	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
401	401	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
402	402	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
403	403	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
404	404	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
405	405	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
406	406	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
407	407	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
408	408	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
409	409	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
410	410	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
411	411	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
412	412	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
413	413	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
414	414	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
415	415	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
416	416	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
417	417	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
418	418	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
419	419	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
420	420	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
421	421	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
422	422	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
423	423	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
424	424	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
425	425	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
426	426	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
427	427	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
428	428	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
429	429	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
430	430	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
431	431	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
432	432	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
433	433	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
434	434	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
435	435	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
436	436	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
437	437	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
438	438	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
439	439	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
440	440	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
441	441	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
442	442	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
443	443	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
444	444	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
445	445	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
446	446	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
447	447	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
448	448	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
449	449	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
450	450	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
451	451	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
452	452	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
453	453	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
454	454	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
455	455	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
456	456	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
457	457	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
458	458	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
459	459	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
460	460	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
461	461	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
462	462	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
463	463	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
464	464	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
465	465	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
466	466	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
467	467	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
468	468	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
469	469	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
470	470	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
471	471	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
472	472	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
473	473	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
474	474	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
475	475	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
476	476	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
477	477	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
478	478	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
479	479	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
480	480	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
481	481	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
482	482	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
483	483	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
484	484	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
485	485	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
486	486	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
487	487	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
488	488	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
489	489	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
490	490	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
491	491	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
492	492	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
493	493	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
494	494	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
495	495	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
496	496	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
497	497	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
498	498	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
499	499	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
500	500	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
501	501	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
502	502	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
503	503	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
504	504	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
505	505	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
506	506	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
507	507	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
508	508	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
509	509	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
510	510	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
511	511	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
512	512	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
513	513	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
514	514	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
515	515	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
516	516	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
517	517	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
518	518	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
519	519	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
520	520	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
521	521	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
522	522	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
523	523	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
524	524	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
525	525	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
526	526	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
527	527	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
528	528	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
529	529	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
530	530	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
531	531	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
532	532	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
533	533	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
534	534	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
535	535	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
536	536	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
537	537	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
538	538	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
539	539	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
540	540	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
541	541	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
542	542	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
543	543	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
544	544	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
545	545	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
546	546	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
547	547	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
548	548	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
549	549	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
550	550	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
551	551	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
552	552	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
553	553	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
554	554	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
555	555	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
556	556	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
557	557	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
558	558	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
559	559	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
560	560	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
561	561	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
562	562	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
563	563	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
564	564	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
565	565	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
566	566	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
567	567	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
568	568	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
569	569	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
570	570	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
571	571	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
572	572	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
573	573	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
574	574	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
575	575	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
576	576	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
577	577	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
578	578	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
579	579	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
580	580	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
581	581	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
582	582	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
583	583	03	1C3E82	1C8188	094F88	1DD50D	16230A	1EDC08	1B4284	03F989	
