Sample in Buffer	Sample in Window	addra_0	douta_0m	douta_1m	douta_2m	douta_3m	douta_4m	douta_5m	douta_6m	douta_7m
116	116	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
117	117	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
118	118	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
119	119	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
120	120	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
121	121	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
122	122	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
123	123	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
124	124	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
125	125	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
126	126	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
127	127	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
128	128	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
129	129	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
130	130	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
131	131	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
132	132	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
133	133	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
134	134	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
135	135	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
136	136	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
137	137	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
138	138	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
139	139	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
140	140	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
141	141	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
142	142	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
143	143	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
144	144	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
145	145	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
146	146	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
147	147	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
148	148	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
149	149	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
150	150	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
151	151	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
152	152	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
153	153	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
154	154	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
155	155	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
156	156	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
157	157	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
158	158	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
159	159	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
160	160	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
161	161	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
162	162	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
163	163	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
164	164	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
165	165	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
166	166	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
167	167	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
168	168	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
169	169	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
170	170	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
171	171	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
172	172	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
173	173	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
174	174	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
175	175	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
176	176	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
177	177	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
178	178	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
179	179	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
180	180	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
181	181	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
182	182	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
183	183	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
184	184	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
185	185	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
186	186	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
187	187	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
188	188	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
189	189	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
190	190	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
191	191	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
192	192	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
193	193	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
194	194	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
195	195	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
196	196	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
197	197	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
198	198	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
199	199	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
200	200	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
201	201	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
202	202	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
203	203	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
204	204	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
205	205	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
206	206	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
207	207	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
208	208	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
209	209	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
210	210	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
211	211	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
212	212	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
213	213	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
214	214	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
215	215	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
216	216	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
217	217	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
218	218	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
219	219	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
220	220	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
221	221	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
222	222	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
223	223	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
224	224	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
225	225	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
226	226	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
227	227	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
228	228	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
229	229	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
230	230	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
231	231	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
232	232	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
233	233	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
234	234	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
235	235	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
236	236	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
237	237	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
238	238	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
239	239	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
240	240	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
241	241	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
242	242	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
243	243	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
244	244	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
245	245	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
246	246	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
247	247	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
248	248	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
249	249	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
250	250	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
251	251	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
252	252	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
253	253	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
254	254	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
255	255	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
256	256	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
257	257	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
258	258	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
259	259	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
260	260	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
261	261	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
262	262	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
263	263	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
264	264	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
265	265	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
266	266	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
267	267	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
268	268	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
269	269	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
270	270	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
271	271	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
272	272	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
273	273	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
274	274	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
275	275	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
276	276	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
277	277	05	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
278	278	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
279	279	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
280	280	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	1B4284	078187	
281	281	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	0F3E51	078187	
282	282	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	0F3E51	078187	
283	283	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	0F3E51	078187	
284	284	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	0F3E51	078187	
285	285	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	070A86	078187	
286	286	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	070A86	078187	
287	287	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	070A86	0B9AD2	
288	288	06	045414	00B080	0D4B91	05D204	0A1860	02E50B	070A86	0B9AD2	
289	289	06	045414	00B080	0D4B91	05D204	065023	02E50B	070A86	0B9AD2	
290	290	06	045414	00B080	0D4B91	05D204	065023	02E50B	070A86	0B9AD2	
291	291	06	045414	00B080	0D4B91	019FE2	065023	02E50B	070A86	0B9AD2	
292	292	06	045414	00B080	0D4B91	019FE2	065023	02E50B	070A86	0B9AD2	
293	293	06	045414	00B080	0D4B91	019FE2	065023	02E50B	0376A6	0B9AD2	
294	294	06	045414	00B080	0D4B91	019FE2	065023	02E50B	0376A6	0B9AD2	
295	295	06	045414	10C6EA	0D4B91	019FE2	065023	02E50B	0376A6	0B9AD2	
296	296	06	045414	10C6EA	0D4B91	019FE2	065023	02E50B	0376A6	0B9AD2	
297	297	06	045414	10C6EA	0D4B91	019FE2	065023	169D6E	0376A6	0B9AD2	
298	298	06	045414	10C6EA	0D4B91	019FE2	065023	169D6E	0376A6	0B9AD2	
299	299	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	0376A6	0B9AD2	
300	300	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	0376A6	0B9AD2	
301	301	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
302	302	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
303	303	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
304	304	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
305	305	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
306	306	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
307	307	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
308	308	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
309	309	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
310	310	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
311	311	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
312	312	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
313	313	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
314	314	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
315	315	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
316	316	06	045414	10C6EA	0D4B91	1D9FE2	065023	169D6E	1F76A6	0B9AD2	
